attempt_id,student_id,exercise_id,concept_code,secondary_concept_code,occurred_at,received_at,ingestion_lag_seconds,session_id,lesson_phase,is_correct,skipped,used_hint,attempt_number,difficulty,response_time_ms,days_since_last_practice,prerequisite_mastery,latent_ability,probability_correct,misconception_code,connectivity_mode,data_quality_flags,data_notice
attempt-0340,student-20,ex-02-03,PYTHON_OPERATORS,,2026-07-16T14:47:05.355999+00:00,2026-07-16T14:47:13.355999+00:00,8,session-student-20-016,PRACTICE,1,0,0,2,0.462,260000,2.404,0.918,0.96,0.8086,,STABLE,LONG_RESPONSE,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0341,student-01,ex-08-02,PYTHON_FUNCTIONS,,2026-07-16T16:54:45.045221+00:00,2026-07-16T16:54:48.045221+00:00,3,session-student-01-017,PRACTICE,1,0,0,2,0.326,25486,0.26,0.795,0.888,0.8571,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0342,student-02,ex-05-05,PYTHON_RANGE,,2026-07-16T20:31:24.815150+00:00,2026-07-16T20:31:27.815150+00:00,3,session-student-02-017,PRACTICE,0,0,0,1,0.653,49150,3.121,0.739,0.729,0.718,RANGE_STOP_INCLUDED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0343,student-03,ex-06-04,PYTHON_WHILE,,2026-07-16T23:15:10.836159+00:00,2026-07-16T23:15:32.836159+00:00,22,session-student-03-017,PRACTICE,0,0,0,1,0.529,41343,0.966,0.476,0.588,0.4723,WHILE_VARIABLE_NOT_UPDATED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0344,student-04,ex-05-05,PYTHON_RANGE,,2026-07-17T03:35:28.645605+00:00,2026-07-17T03:35:45.645605+00:00,17,session-student-04-017,PRACTICE,0,0,0,2,0.653,9963,3.617,0.591,0.616,0.2495,RANGE_STOP_INCLUDED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0345,student-05,ex-03-04,PYTHON_IF_ELSE,,2026-07-17T05:04:56.441703+00:00,2026-07-17T05:05:01.441703+00:00,5,session-student-05-017,PRACTICE,1,0,1,1,0.557,15931,1.621,0.39,0.541,0.5906,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0346,student-06,ex-07-04,PYTHON_LISTS,,2026-07-17T08:52:25.771779+00:00,2026-07-17T08:52:27.771779+00:00,2,session-student-06-017,PRACTICE,0,0,1,2,0.536,8951,0.315,0.599,0.728,0.3266,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0347,student-07,ex-07-04,PYTHON_LISTS,,2026-07-17T12:32:46.731671+00:00,2026-07-17T12:32:59.731671+00:00,13,session-student-07-017,PRACTICE,0,0,0,4,0.536,18199,1.712,0.25,0.421,0.21,LIST_INDEX_STARTS_AT_ONE,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0348,student-08,ex-08-04,PYTHON_FUNCTIONS,,2026-07-17T15:24:34.152794+00:00,2026-07-17T15:24:47.152794+00:00,13,session-student-08-017,PRACTICE,1,0,0,3,0.571,32322,3.27,0.738,0.815,0.6973,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0349,student-09,ex-08-06,PYTHON_FUNCTIONS,PYTHON_LISTS,2026-07-17T18:48:04.532881+00:00,2026-07-17T18:48:13.532881+00:00,9,session-student-09-017,CHECKPOINT,1,0,1,1,0.792,15106,2.303,0.433,0.534,0.3768,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0350,student-10,ex-08-04,PYTHON_FUNCTIONS,,2026-07-17T20:49:41.664682+00:00,2026-07-17T20:50:02.664682+00:00,21,session-student-10-017,PRACTICE,1,0,0,4,0.571,20801,3.106,0.679,0.755,0.644,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0351,student-11,ex-05-05,PYTHON_RANGE,,2026-07-18T00:58:28.133431+00:00,2026-07-18T00:58:39.133431+00:00,11,session-student-11-017,PRACTICE,0,0,0,3,0.653,57019,4.963,0.79,0.862,0.7089,RANGE_STOP_INCLUDED,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0352,student-12,ex-01-03,PYTHON_VARIABLES,,2026-07-18T04:41:32.333221+00:00,2026-07-18T04:41:52.333221+00:00,20,session-student-12-017,PRACTICE,1,0,1,1,0.434,31866,1.441,0.645,0.773,0.7685,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0353,student-13,ex-03-01,PYTHON_IF_ELSE,,2026-07-18T07:22:27.877192+00:00,2026-07-18T07:22:33.877192+00:00,6,session-student-13-017,PRACTICE,1,0,0,1,0.217,17804,3.149,0.7,0.688,0.789,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0354,student-14,ex-02-04,PYTHON_OPERATORS,,2026-07-18T10:26:49.432051+00:00,2026-07-18T10:26:59.432051+00:00,10,session-student-14-017,PRACTICE,0,0,0,2,0.552,28254,0.959,0.588,0.76,0.4459,BOOLEAN_LOGIC_CONFUSION,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0355,student-15,ex-02-05,PYTHON_OPERATORS,,2026-07-18T13:34:24.018116+00:00,2026-07-18T13:34:31.018116+00:00,7,session-student-15-017,PRACTICE,0,1,1,1,0.681,54229,1.549,0.191,0.26,0.306,,UNSTABLE,SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0356,student-16,ex-03-01,PYTHON_IF_ELSE,,2026-07-18T16:06:40.931413+00:00,2026-07-18T16:06:44.931413+00:00,4,session-student-16-017,PRACTICE,0,0,1,2,0.217,16386,0.506,0.576,0.587,0.8196,IF_INDENTATION_ERROR,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0357,student-17,ex-02-03,PYTHON_OPERATORS,,2026-07-18T20:00:33.793729+00:00,2026-07-18T20:00:42.793729+00:00,9,session-student-17-017,PRACTICE,1,0,1,1,0.462,37850,4.92,0.767,0.794,0.7731,,OFFLINE_SYNC,OFFLINE_BATCH,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0358,student-18,ex-01-04,PYTHON_VARIABLES,,2026-07-18T22:28:52.279204+00:00,2026-07-18T22:29:09.279204+00:00,17,session-student-18-017,PRACTICE,0,1,0,2,0.543,24908,1.482,0.603,0.657,0.576,,STABLE,SKIPPED,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0359,student-20,ex-03-01,PYTHON_IF_ELSE,,2026-07-19T02:35:26.865294+00:00,2026-07-19T02:35:47.865294+00:00,21,session-student-20-017,PRACTICE,1,0,1,2,0.217,26377,3.086,0.781,0.96,0.8757,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0360,student-20,ex-05-04,PYTHON_RANGE,,2026-07-19T06:11:36.372546+00:00,2026-07-19T06:11:59.372546+00:00,23,session-student-20-017,PRACTICE,1,0,0,1,0.56,24058,2.508,0.742,0.874,0.5773,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0361,student-01,ex-02-03,PYTHON_OPERATORS,,2026-07-19T09:50:53.583565+00:00,2026-07-19T09:51:06.583565+00:00,13,session-student-01-018,PRACTICE,1,0,0,1,0.462,40331,3.046,0.903,0.873,0.8798,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0362,student-02,ex-05-06,PYTHON_RANGE,PYTHON_FOR,2026-07-19T12:12:13.476890+00:00,2026-07-19T12:12:16.476890+00:00,3,session-student-02-018,CHECKPOINT,0,0,0,2,0.766,28185,4.158,0.849,0.729,0.4399,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0363,student-03,ex-07-06,PYTHON_LISTS,PYTHON_WHILE,2026-07-19T16:03:59.129740+00:00,2026-07-19T16:04:17.129740+00:00,18,session-student-03-018,CHECKPOINT,0,0,0,2,0.783,103408,4.622,0.48,0.572,0.3711,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0364,student-04,ex-01-03,PYTHON_VARIABLES,,2026-07-19T17:55:48.159318+00:00,2026-07-19T17:56:08.159318+00:00,20,session-student-04-018,PRACTICE,1,0,0,1,0.434,16732,0.209,0.68,0.849,0.7533,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0365,student-05,ex-02-02,PYTHON_OPERATORS,,2026-07-19T22:43:58.097884+00:00,2026-07-19T22:44:10.097884+00:00,12,session-student-05-018,PRACTICE,0,0,0,1,0.352,37417,0.435,0.221,0.26,0.2622,BOOLEAN_LOGIC_CONFUSION,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0366,student-06,ex-02-04,PYTHON_OPERATORS,,2026-07-20T01:01:07.011845+00:00,2026-07-20T01:01:28.011845+00:00,21,session-student-06-018,PRACTICE,1,0,0,1,0.552,20120,3.286,0.754,0.856,0.7035,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0367,student-07,ex-02-04,PYTHON_OPERATORS,,2026-07-20T04:05:05.410992+00:00,2026-07-20T04:05:17.410992+00:00,12,session-student-07-018,PRACTICE,0,0,1,1,0.552,26150,2.98,0.616,0.508,0.3344,BOOLEAN_LOGIC_CONFUSION,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0368,student-08,ex-03-02,PYTHON_IF_ELSE,,2026-07-20T07:33:43.149588+00:00,2026-07-20T07:34:04.149588+00:00,21,session-student-08-018,PRACTICE,1,0,0,1,0.337,12715,1.455,0.619,0.759,0.455,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0369,student-10,ex-04-06,PYTHON_FOR,PYTHON_IF_ELSE,2026-07-20T11:08:46.310632+00:00,2026-07-20T11:09:08.310632+00:00,22,session-student-10-018,CHECKPOINT,1,0,0,1,0.791,26942,2.991,0.733,0.734,0.5132,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0370,student-10,ex-06-06,PYTHON_WHILE,PYTHON_RANGE,2026-07-20T13:45:42.684746+00:00,2026-07-20T13:46:05.684746+00:00,23,session-student-10-018,CHECKPOINT,0,0,0,1,0.752,14631,3.334,0.752,0.86,0.6474,WHILE_VARIABLE_NOT_UPDATED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0371,student-11,ex-02-05,PYTHON_OPERATORS,,2026-07-20T17:32:18.941935+00:00,2026-07-20T17:32:26.941935+00:00,8,session-student-11-018,PRACTICE,1,0,0,1,0.681,55709,0.996,1.0,0.949,0.7816,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0372,student-12,ex-08-04,PYTHON_FUNCTIONS,,2026-07-20T19:43:25.500243+00:00,2026-07-20T19:43:33.500243+00:00,8,session-student-12-018,PRACTICE,1,0,0,2,0.571,45111,4.56,0.72,0.795,0.6328,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0373,student-13,ex-06-03,PYTHON_WHILE,,2026-07-20T23:43:38.736609+00:00,2026-07-20T23:43:51.736609+00:00,13,session-student-13-018,PRACTICE,1,0,0,3,0.448,17791,2.997,0.676,0.745,0.8602,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0374,student-14,ex-02-04,PYTHON_OPERATORS,,2026-07-21T03:10:39.928515+00:00,2026-07-21T03:10:55.928515+00:00,16,session-student-14-018,PRACTICE,1,0,0,3,0.552,20581,0.602,0.746,0.76,0.697,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0375,student-15,ex-03-05,PYTHON_IF_ELSE,,2026-07-21T06:12:50.597324+00:00,2026-07-21T06:12:51.597324+00:00,1,session-student-15-018,PRACTICE,1,0,0,2,0.674,61990,2.245,0.598,0.702,0.68,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0376,student-16,ex-01-02,PYTHON_VARIABLES,,2026-07-21T08:22:58.837825+00:00,2026-07-21T08:23:08.837825+00:00,10,session-student-16-018,PRACTICE,1,0,1,1,0.308,10761,3.455,0.411,0.359,0.5164,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0377,student-17,ex-07-03,PYTHON_LISTS,,2026-07-21T11:23:07.447567+00:00,2026-07-21T11:23:29.447567+00:00,22,session-student-17-018,PRACTICE,1,0,0,1,0.42,22134,1.7,0.881,0.868,0.8382,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0378,student-18,ex-03-01,PYTHON_IF_ELSE,,2026-07-21T15:00:46.475485+00:00,2026-07-21T15:00:52.475485+00:00,6,session-student-18-018,PRACTICE,1,0,0,1,0.217,31550,16.402,0.762,0.812,0.7965,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0379,student-19,ex-05-01,PYTHON_RANGE,,2026-07-21T18:48:58.392667+00:00,2026-07-21T18:49:05.392667+00:00,7,session-student-19-018,PRACTICE,1,0,0,1,0.219,27995,2.861,1.0,0.924,0.8648,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0380,student-20,ex-02-02,PYTHON_OPERATORS,,2026-07-21T22:42:58.786177+00:00,2026-07-21T22:43:15.786177+00:00,17,session-student-20-018,PRACTICE,1,0,1,3,0.352,38734,1.955,0.819,0.96,0.9372,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0381,student-01,ex-02-03,PYTHON_OPERATORS,,2026-07-22T01:19:08.074766+00:00,2026-07-22T01:19:09.074766+00:00,1,session-student-01-019,PRACTICE,1,0,1,2,0.462,26350,2.6,0.738,0.873,0.9295,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0382,student-02,ex-03-03,PYTHON_IF_ELSE,,2026-07-22T04:00:54.651564+00:00,2026-07-22T04:01:16.651564+00:00,22,session-student-02-019,PRACTICE,1,0,0,1,0.421,35488,4.825,0.706,0.88,0.834,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0383,student-03,ex-07-05,PYTHON_LISTS,,2026-07-22T07:05:20.475833+00:00,2026-07-22T07:05:23.475833+00:00,3,session-student-03-019,PRACTICE,0,0,0,3,0.666,40732,1.063,0.517,0.572,0.3616,LIST_INDEX_STARTS_AT_ONE,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0384,student-04,ex-04-06,PYTHON_FOR,PYTHON_IF_ELSE,2026-07-22T11:02:43.965568+00:00,2026-07-22T11:02:58.965568+00:00,15,session-student-04-019,CHECKPOINT,1,0,0,1,0.791,17532,1.235,0.696,0.756,0.6422,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0385,student-05,ex-07-05,PYTHON_LISTS,,2026-07-22T14:10:47.976015+00:00,2026-07-22T14:10:55.976015+00:00,8,session-student-05-019,PRACTICE,1,0,0,2,0.666,30451,4.993,0.238,0.357,0.2304,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0386,student-06,ex-07-06,PYTHON_LISTS,PYTHON_WHILE,2026-07-22T17:27:54.369915+00:00,2026-07-22T17:28:07.369915+00:00,13,session-student-06-019,CHECKPOINT,1,0,0,3,0.783,10618,2.936,0.846,0.728,0.5701,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0387,student-07,ex-05-02,PYTHON_RANGE,,2026-07-22T19:59:48.935446+00:00,2026-07-22T20:00:00.935446+00:00,12,session-student-07-019,PRACTICE,0,0,0,1,0.324,35161,2.135,0.279,0.379,0.5652,RANGE_STOP_INCLUDED,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0388,student-08,ex-05-04,PYTHON_RANGE,,2026-07-23T00:21:14.296266+00:00,2026-07-23T00:21:28.296266+00:00,14,session-student-08-019,PRACTICE,0,0,0,1,0.56,29919,19.193,0.684,0.69,0.3648,RANGE_STOP_INCLUDED,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0389,student-10,ex-03-06,PYTHON_IF_ELSE,PYTHON_OPERATORS,2026-07-23T01:44:10.015382+00:00,2026-07-23T01:44:29.015382+00:00,19,session-student-10-019,CHECKPOINT,1,0,0,1,0.781,450,4.037,0.634,0.793,0.6213,,STABLE,IMPLAUSIBLY_FAST,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0390,student-10,ex-06-01,PYTHON_WHILE,,2026-07-23T06:42:22.963074+00:00,2026-07-23T06:42:31.963074+00:00,9,session-student-10-019,PRACTICE,1,0,0,2,0.221,13656,2.615,0.822,0.86,0.9491,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0391,student-11,ex-01-02,PYTHON_VARIABLES,,2026-07-23T09:50:18.148305+00:00,2026-07-23T09:50:19.148305+00:00,1,session-student-11-019,PRACTICE,1,0,0,1,0.308,35669,0.272,0.805,0.941,0.8438,,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0392,student-12,ex-02-01,PYTHON_OPERATORS,,2026-07-23T11:57:46.285280+00:00,2026-07-23T11:57:47.285280+00:00,1,session-student-12-019,PRACTICE,1,0,1,2,0.198,41471,1.347,0.83,0.759,0.8861,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0393,student-13,ex-03-02,PYTHON_IF_ELSE,,2026-07-23T14:28:51.809031+00:00,2026-07-23T14:28:56.809031+00:00,5,session-student-13-019,PRACTICE,1,0,0,2,0.337,46693,4.854,0.72,0.688,0.786,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0394,student-14,ex-07-04,PYTHON_LISTS,,2026-07-23T19:16:31.052020+00:00,2026-07-23T19:16:52.052020+00:00,21,session-student-14-019,PRACTICE,0,0,0,2,0.536,29450,1.111,0.589,0.61,0.6009,LIST_INDEX_STARTS_AT_ONE,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0395,student-15,ex-08-06,PYTHON_FUNCTIONS,PYTHON_LISTS,2026-07-23T21:18:45.364754+00:00,2026-07-23T21:19:02.364754+00:00,17,session-student-15-019,CHECKPOINT,1,0,0,2,0.792,47228,2.754,0.483,0.473,0.2593,,UNSTABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0396,student-16,ex-03-01,PYTHON_IF_ELSE,,2026-07-24T01:48:16.193350+00:00,2026-07-24T01:48:36.193350+00:00,20,session-student-16-019,PRACTICE,0,0,1,2,0.217,23154,1.044,0.563,0.587,0.6943,IF_INDENTATION_ERROR,OCCASIONAL_OFFLINE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0397,student-17,ex-06-04,PYTHON_WHILE,,2026-07-24T05:05:45.482874+00:00,2026-07-24T05:06:06.482874+00:00,21,session-student-17-019,PRACTICE,1,0,0,2,0.529,34610,3.204,0.857,0.885,0.9062,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0398,student-18,ex-07-03,PYTHON_LISTS,,2026-07-24T07:13:49.311771+00:00,2026-07-24T07:14:13.311771+00:00,24,session-student-18-019,PRACTICE,1,0,0,2,0.42,43542,1.133,0.492,0.643,0.536,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0399,student-20,ex-01-06,PYTHON_VARIABLES,PYTHON_VARIABLES,2026-07-24T10:45:15.070823+00:00,2026-07-24T10:45:28.070823+00:00,13,session-student-20-019,CHECKPOINT,0,0,0,1,0.782,40133,4.332,0.787,0.783,0.619,VARIABLE_UPDATE_ORDER,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
attempt-0400,student-20,ex-05-06,PYTHON_RANGE,PYTHON_FOR,2026-07-24T13:10:13.105170+00:00,2026-07-24T13:10:22.105170+00:00,9,session-student-20-019,CHECKPOINT,1,0,0,2,0.766,46082,3.895,0.7,0.874,0.8135,,STABLE,,SYNTHETIC DATA — NOT REAL EDUONE DATA
